Gall_sp,Status,Parasitoid,Total_number,Per_country
Andricus alniensis,bisexual,Synergus facialis,,FR
Andricus alniensis,bisexual,Synergus thaumacerus,,FR
Andricus alniensis,bisexual,Ormyrus pomaceus,,FR
Andricus alniensis,bisexual,Mesopolobus tibialis,,FR
Andricus amblycerus,asexual,Ceroptres clavicornis,7,"AT 2,HU 5,PL"
Andricus amblycerus,asexual,Synergus apicalis,,"AT,HU"
Andricus amblycerus,asexual,Synergus facialis,1,HU 1
Andricus amblycerus,asexual,Synergus pallipes,1,"AT,HU 1"
Andricus amblycerus,asexual,Synergus umbraculus,,"AT,PL"
Andricus amblycerus,asexual,Eurytoma setigera,1,AT 1
Andricus amblycerus,asexual,Sycophila biguttata,4,HU 4
Andricus amblycerus,asexual,Sycophila flavicollis,1,HU 1
Andricus amblycerus,asexual,Sycophila variegata,1,HU 1
Andricus amblycerus,asexual,Ormyrus nitidulus,,"RO,AT 6,HU 25"
Andricus amblycerus,asexual,Caenacis lauta,1,HU 1
Andricus amblycerus,asexual,Eupelmus urozonus,4,HU 4
Andricus amenti,bisexual,Mesopolobus amaenus,,AT
Andricus amenti,bisexual,Mesopolobus tibialis,,AT
Andricus amenti,bisexual,Mesopolobus xanthocerus,12,"AT,FR 12"
Andricus amenti,bisexual,Eupelmus urozonus,,AT
Andricus amenti,bisexual,Aulogymnus gallarum,5,"AT,FR 5"
Andricus amenti,bisexual,Aprostocetus aethiops,3,FR 3
Andricus amenti,bisexual,Aprostocetus sp.,1,FR 1
Andricus amenti,bisexual,Andricus amenti,,NA
Andricus amenti,bisexual,Synergus pallipes,,DE
Andricus amenti,bisexual,Eurytoma brunniventris,1,HU 1
Andricus amenti,bisexual,Mesopolobus fasciiventris,2,HU 2
Andricus amenti,bisexual,Eupelmus urozonus,2,HU 2
Andricus aries,asexual,Ceroptres clavicornis,6,"GB 2,HU 4"
Andricus aries,asexual,Synergus facialis,16,GB 16
Andricus aries,asexual,Synergus hayneanus,4,HU 4
Andricus aries,asexual,Synergus pallipes,1,GB 1
Andricus aries,asexual,Synergus reinhardi,15,GB 15
Andricus aries,asexual,Synergus tibialis,2,GB 2
Andricus aries,asexual,Synergus umbraculus,16,HU 16
Andricus aries,asexual,Eurytoma adleriae,2,HU 2
Andricus aries,asexual,Eurytoma brunniventris,5,"AT,GB 4,HU 1"
Andricus aries,asexual,Sycophila biguttata,6,"GB 5,HU 1"
Andricus aries,asexual,Sycophila flavicollis,3,GB 3
Andricus aries,asexual,Megastigmus dorsalis,6,GB 6
Andricus aries,asexual,Megastigmus ?stigmatizans,1,GB 1
Andricus aries,asexual,Ormyrus nitidulus,6,AT 6
Andricus aries,asexual,Ormyrus pomaceus,16,"AT 10,HU 2,UA 4"
Andricus aries,asexual,Caenacis lauta,,AT
Andricus aries,asexual,Eupelmus spongipartus,,AT
Andricus aries,asexual,Eupelmus urozonus,,AT
Andricus askewi,asexual,Synergus sp.,4,TR 4
Andricus askewi,asexual,Eurytoma brunniventris,3,TR 3
Andricus askewi,asexual,Sycophila biguttata,8,TR 8
Andricus askewi,asexual,Megastigmus dorsalis,1,TR 1
Andricus askewi,asexual,Ormyrus nitidulus,4,TR 4
Andricus askewi,asexual,Cecidostiba fungosa,2,TR 2
Andricus askewi,asexual,(Ichneumonidae sp.),1,TR 1
Andricus burgundus,bisexual [see also Synophrus politus],Ceroptres cerri,41,"AT 8,HU 33"
Andricus burgundus,bisexual [see also Synophrus politus],Synophrus politus,,ES
Andricus burgundus,bisexual [see also Synophrus politus],Eurytoma brunniventris,1,"HU 1,ES 1,HU 2"
Andricus burgundus,bisexual [see also Synophrus politus],Sycophila variegata,1,ES 1
Andricus burgundus,bisexual [see also Synophrus politus],Megastigmus dorsalis,1,HU 1
Andricus burgundus,bisexual [see also Synophrus politus],Torymus auratus,,ES
Andricus burgundus,bisexual [see also Synophrus politus],Ormyrus pomaceus,1,ES 1
Andricus burgundus,bisexual [see also Synophrus politus],Ormocerus vernalis,14,ES 14
Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba fungosa,53,HU 53
Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba saportai,21,HU 21
Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba semifascia,2,HU 2
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus albitarsus,11,FR 11
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus amaenus,8,"HU 7,IT"
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus dubius,,ES
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus fasciiventris,1,HU 1
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus fuscipes,27,HU 27
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus lichtensteini,3,"ES 2,IT"
Andricus burgundus,bisexual [see also Synophrus politus],(Pujade-Villar 2005),,NA
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus mediterraneus,2,ES 2
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus tarsatus,4,ES 4
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus tibialis,3,"ES 1,HU 2"
Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus xanthocerus,189,"ES 70,FR 12,HU 107"
Andricus burgundus,bisexual [see also Synophrus politus],Eupelmus urozonus,22,HU 22
Andricus burgundus,bisexual [see also Synophrus politus],Eupelmus vesicularis,,ES
Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus gallarum,32,"ES 5,HU 27"
Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus testaceoviridis,150,"ES 63,FR 68,HU 19"
Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus aethiops,3,HU 3
Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus cerricola,4,HU 4
Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus sp.,,ES
Andricus burgundus,bisexual [see also Synophrus politus],(Aprostocetus sp. lycidas gp),1,FR 1
Andricus burgundus,bisexual [see also Synophrus politus],Baryscapus ?pallidae,5,HU 5
Andricus burgundus,bisexual [see also Synophrus politus],Pediobius rotundatus,11,ES 11
Andricus caliciformis,asexual,Ceroptres clavicornis,,AT
Andricus caliciformis,asexual,Synergus facialis,11,HU 11
Andricus caliciformis,asexual,Synergus hayneanus,2,HU 2
Andricus caliciformis,asexual,Synergus pallicornis,1,HU 1
Andricus caliciformis,asexual,Synergus pallipes,7,"AT,HU 7"
Andricus caliciformis,asexual,Synergus reinhardi,,"AT,HU,UA"
Andricus caliciformis,asexual,Synergus umbraculus,20,"AT,HU 20"
Andricus caliciformis,asexual,(Diakontschuk & Melika 1994),,NA
Andricus caliciformis,asexual,Eurytoma adleriae,1,SK 1
Andricus caliciformis,asexual,Eurytoma brunniventris,30,"AT,BG 1,HU 29,RO"
Andricus caliciformis,asexual,Eurytoma setigera,,HU
Andricus caliciformis,asexual,Sycophila biguttata,,HU
Andricus caliciformis,asexual,Megastigmus dorsalis,6,"HU 6,RO"
Andricus caliciformis,asexual,Ormyrus nitidulus,5,"AT 4,HU 1"
Andricus caliciformis,asexual,Ormyrus pomaceus,3,HU 3
Andricus caliciformis,asexual,Caenacis lauta,1,HU 1
Andricus caliciformis,asexual,Cecidostiba fungosa,8,"HU 8,HU 20"
Andricus caliciformis,asexual,Aulogymnus sp.,3,HU 3
Andricus callidoma,bisexual,Torymus flavipes,1,FI 1
Andricus callidoma,bisexual,Mesopolobus fasciiventris,1,FI 1
Andricus callidoma,bisexual,Mesopolobus ?fuscipes,1,GB 1
Andricus callidoma,bisexual,Mesopolobus tibialis,4,"FI 4,NL"
Andricus callidoma,bisexual,Mesopolobus xanthocerus,13,"FI 11,GB 2"
Andricus callidoma,bisexual,(Pteromalus chrysos & P. spp.),3,FI 3
Andricus callidoma,bisexual,Eupelmus urozonus,2,FI 2
Andricus callidoma,bisexual,Aulogymnus gallarum,18,"FI 16,GB 2"
Andricus callidoma,bisexual,Aprostocetus aethiops,13,FI 13
Andricus callidoma,bisexual,Andricus callidoma,,NA
Andricus callidoma,bisexual,Ceroptres clavicornis,,AD
Andricus callidoma,bisexual,Synergus facialis,19,"AT,DE 3,ES 6"
Andricus callidoma,bisexual,pyrenaica,,"FR 1,GB(9 Q,NL,PL,RU,UA"
Andricus callidoma,bisexual,Synergus pallipes,,"AT,NL,PL,UA"
Andricus callidoma,bisexual,Synergus radiatus,,"AT,DE,DK,NL,PL,UA"
Andricus callidoma,bisexual,Synergus thaumacerus,,AT
Andricus callidoma,bisexual,Eurytoma brunniventris,6,"AT,FI 1,FR 4,GB 1"
Andricus callidoma,bisexual,Ormyrus pomaceus,2,"AT 1,ES 1"
Andricus callidoma,bisexual,Caenacis lauta,,AT
Andricus callidoma,bisexual,Mesopolobus fasciiventris,4,"AT 3,GB 1"
Andricus callidoma,bisexual,Mesopolobus sericeus,1,"AD,GB 1"
Andricus callidoma,bisexual,(Pteromalus chrysos),1,FI 1
Andricus callidoma,bisexual,Eupelmus spongipartus,1,FR 1
Andricus callidoma,bisexual,Eupelmus urozonus,,RO
Andricus caputmedusae,asexual,Ceroptres clavicornis,1,HU 1
Andricus caputmedusae,asexual,Synergus crassicornis,1,HU 1
Andricus caputmedusae,asexual,Synergus facialis,141,"AT,HU 141"
Andricus caputmedusae,asexual,Synergus hayneanus,62,HU 62
Andricus caputmedusae,asexual,Synergus pallicornis,28,"AT,HU 28,RO"
Andricus caputmedusae,asexual,Synergus pallidipennis,2,HU 2
Andricus caputmedusae,asexual,Synergus pallipes,41,"AT,HU 40,RO,TR 1"
Andricus caputmedusae,asexual,Synergus reinhardi,,AT
Andricus caputmedusae,asexual,Synergus umbraculus,38,"AT,HU 33,PL,TR 5"
Andricus caputmedusae,asexual,Eurytoma adleriae,1,HU 1
Andricus caputmedusae,asexual,Eurytoma brunniventris,48,"AT,BG 1,HU 47"
Andricus caputmedusae,asexual,Eurytoma setigera,8,"AT 1,HU 7"
Andricus caputmedusae,asexual,Eurytoma sp.(1),,"TR 1,AT 47,BG 4,HU 41,RO,TR 1"
Andricus caputmedusae,asexual,Sycophila variegata,3,HU 3
Andricus caputmedusae,asexual,Megastigmus dorsalis,13,"AT,HU 10,TR 3"
Andricus caputmedusae,asexual,Megastigmus stigmatizans,21,"AT,BG 3,HU 17,TR 1"
Andricus caputmedusae,asexual,Ormyrus nitidulus,20,"BG 3,HU 15,TR 2"
Andricus caputmedusae,asexual,Ormyrus pomaceus,4,"AT 2,HU 2"
Andricus caputmedusae,asexual,Caenacis lauta,2,HU 2
Andricus caputmedusae,asexual,Cecidostiba fungosa,254,"AT,HU 245,TR 9"
Andricus caputmedusae,asexual,Hobbya stenonota,4,HU 4
Andricus caputmedusae,asexual,Eupelmus ?cerris,,RO
Andricus caputmedusae,asexual,Eupelmus spongipartus,15,"AT,HU 15"
Andricus caputmedusae,asexual,Eupelmus urozonus,14,"AT,HU 14"
Andricus caputmedusae,asexual,Eupelmus vesicularis,1,HU 1
Andricus caputmedusae,asexual,Aulogymnus gallarum,1,HU 1
Andricus caputmedusae,asexual,Aulogymnus trilineatus,38,"BG 1,HU 29,RO,TR 8"
Andricus caputmedusae,asexual,Baryscapus berhidanus,11,"BG 1,HU 9,TR 1"
Andricus caputmedusae,asexual,Baryscapus ?diaphantus,13,HU 13
Andricus caputmedusae,asexual,Baryscapus ?pallidae,19,HU 19
Andricus caputmedusae,asexual,Pediobius pyrgo,7,HU 7
Andricus caputmedusae,asexual,Pediobius saulius,1,TR 1
Andricus caputmedusae,asexual,(Gelinae sp.),3,HU 3
Andricus caputmedusae,asexual,(Ichneumonidae sp.),2,HU 2
Andricus cecconii,bisexual,Ceroptres cerri,3,JO 3
Andricus cecconii,bisexual,Eurytoma brunniventris,,GR
Andricus cecconii,bisexual,Ormyrus pomaceus,,GR
Andricus cecconii,bisexual,Aulogymnus gallarum,,GR
Andricus cecconii,bisexual,(Perilampus sp. nr tristis),7,JO 7
Andricus clementinae,may be the same as A. inflator,Synergus facialis,,AT
Andricus clementinae,may be the same as A. inflator,Synergus pallipes,,AT
Andricus clementinae,may be the same as A. inflator,Synergus umbraculus,,"AT,PL"
Andricus clementinae,may be the same as A. inflator,Sycophila biguttata,4,AT 4
Andricus conglomeratus,asexual,Ceroptres clavicornis,3,"AT,FR 2,HU 1,UA"
Andricus conglomeratus,asexual,Synergus apicalis,,"AT,HU,UA"
Andricus conglomeratus,asexual,Synergus facialis,122,"AT,HU 122"
Andricus conglomeratus,asexual,Synergus hayneanus,10,"AT,HU 10,RO,UA"
Andricus conglomeratus,asexual,Synergus pallicornis,15,"AT 1,HU 14,IT,RO,UA"
Andricus conglomeratus,asexual,Synergus pallidipennis,,HU
Andricus conglomeratus,asexual,Synergus pallipes,122,"AT,HU 122"
Andricus conglomeratus,asexual,Synergus umbraculus,94,"AT 6,HU 88,PL,UA"
Andricus conglomeratus,asexual,Eurytoma adleriae,6,"GR 4,HU 1,SK 1,UA"
Andricus conglomeratus,asexual,Eurytoma brunniventris,235,"AT 4,BG 21,GR 4,HU 203,RO 3"
Andricus conglomeratus,asexual,Eurytoma setigera,8,"AT,HR,HU 8,RO"
Andricus conglomeratus,asexual,Sycophila biguttata,25,"AT 13,BG 5,HU 6,RO 1"
Andricus conglomeratus,asexual,Sycophila flavicollis,3,"BG 2,HU,RO 1"
Andricus conglomeratus,asexual,Sycophila variegata,7,"AT 5,HU 2,RO"
Andricus conglomeratus,asexual,Megastigmus dorsalis,26,"AT 3,BG 12,HU 8,RO,UA 3"
Andricus conglomeratus,asexual,Torymus affinis,1,HU 1
Andricus conglomeratus,asexual,Torymus auratus,2,"BG 1,HU,RO,UA 1"
Andricus conglomeratus,asexual,Torymus flavipes,2,BG 2
Andricus conglomeratus,asexual,Ormyrus nitidulus,47,"AT 7,BG 4,GR 1,HU 32,RO 2,UA 1"
Andricus conglomeratus,asexual,Ormyrus pomaceus,13,"AT 6,HU 7,RO"
Andricus conglomeratus,asexual,Ormyrus nitidulus or O. pomaceus,8,HU 8
Andricus conglomeratus,asexual,Cyrtoptyx robustus,2,GR 2
Andricus conglomeratus,asexual,Caenacis lauta,38,"AT,HU 35,RO 3"
Andricus conglomeratus,asexual,Cecidostiba fungosa,34,"AT,HU 34"
Andricus conglomeratus,asexual,Cecidostiba semifascia,2,HU 2
Andricus conglomeratus,asexual,Hobbya stenonota,,"HU,RO"
Andricus conglomeratus,asexual,Mesopolobus fasciiventris,3,"HU 3,RO"
Andricus conglomeratus,asexual,Mesopolobus sericeus,1,"HR 1,HU"
Andricus conglomeratus,asexual,Eupelmus spongipartus,42,"AT,HU 42,RO"
Andricus conglomeratus,asexual,Eupelmus urozonus,4,"AT,HU 4,RO"
Andricus conglomeratus,asexual,Eupelmus vesicularis,6,"HU 5,RO 1"
Andricus conglomeratus,asexual,Aulogymnus arsames,1,HU 1
Andricus conglomeratus,asexual,Aulogymnus gallarum,2,HU 2
Andricus conglomeratus,asexual,Aulogymnus trilineatus,1,"HU,RO 1"
Andricus conglomeratus,asexual,(Ichneumonidae sp(p).),6,HU 6
Andricus conificus,asexual,Synergus diaphanus,175,HU 175
Andricus conificus,asexual,Synergus facialis,27,"AT,GR 5,HU 22"
Andricus conificus,asexual,Synergus hayneanus,8,HU 8
Andricus conificus,asexual,Synergus pallidipennis,42,"AT,HU 42"
Andricus conificus,asexual,Synergus pallipes,17,HU 17
Andricus conificus,asexual,Synergus umbraculus,43,"AT,HU 43"
Andricus conificus,asexual,Eurytoma brunniventris,37,"AT 2,GR 1,HU 33,IT 1,RO"
Andricus conificus,asexual,Eurytoma setigera,1,HU 1
Andricus conificus,asexual,Torymus flavipes,1,HU 1
Andricus conificus,asexual,Ormyrus nitidulus,7,"BG 1,HU 6,RO"
Andricus conificus,asexual,Ormyrus pomaceus,1,"GR 1,HU 9"
Andricus conificus,asexual,Eupelmus urozonus,1,"HU 1,RO"
Andricus conificus,asexual,Baryscapus ?pallidae,1,HU 1
Andricus coriarius,asexual,Ceroptres clavicornis,15,"ES 2,HU 13"
Andricus coriarius,asexual,Synergus crassicornis,,HU
Andricus coriarius,asexual,Synergus facialis,273,"ES 25,HU 245,IT,TR 3"
Andricus coriarius,asexual,Synergus hayneanus,546,"ES 514,HU 32,UA"
Andricus coriarius,asexual,Synergus incrassatus,,"HU,UA"
Andricus coriarius,asexual,Synergus pallicornis,58,"AT,ES 44,FR,HU 14,UA"
Andricus coriarius,asexual,Synergus pallidipennis,125,"AT,ES 91,HU 34,UA"
Andricus coriarius,asexual,Synergus pallipes,238,"AT,HU 238,UA"
Andricus coriarius,asexual,Synergus radiatus,,"FR,UA"
Andricus coriarius,asexual,Synergus tibialis,1,HU 1
Andricus coriarius,asexual,Synergus umbraculus,584,"AT,ES 100"
Andricus coriarius,asexual,Pujade-Villar 1985; Pujade-Villar 1992d),,"HR,HU 476,TR 8,UA"
Andricus coriarius,asexual,Eurytoma adleriae,12,"ES 3,GR 2,HR 1,HU 1,IT 2,SK 1,TR 2"
Andricus coriarius,asexual,Eurytoma brunniventris,523,"AT,DE 3,ES 89,GR 3,HU 387,IT,LB 3,RO 2,TR 35"
Andricus coriarius,asexual,Eurytoma setigera,39,"HU 37,TR 2"
Andricus coriarius,asexual,Eurytoma querceticola,7,BG 7
Andricus coriarius,asexual,Sycophila biguttata,792,"AT 32,DE 4,ES 61,GR 17,HU 612,IT 1,RO,TR 65"
Andricus coriarius,asexual,Sycophila flavicollis,1,"ES 1,HU"
Andricus coriarius,asexual,Sycophila iracemae,47,"ES 10,GR 18,HU,TR 19"
Andricus coriarius,asexual,Sycophila iracemae or S. biguttata,4,TR 4
Andricus coriarius,asexual,Sycophila variegata,93,"AT 1,ES 4,GR 48,HR,HU 32,TR 8"
Andricus coriarius,asexual,Megastigmus dorsalis,1364,"AT,ES 861,GR 9,HU 489,IT,TR 5"
Andricus coriarius,asexual,Megastigmus stigmatizans,5,"ES 2,FR,HU 1,IT,UA 2"
Andricus coriarius,asexual,Torymus ?cyaneus,,HU
Andricus coriarius,asexual,Torymus sp.,5,TR 5
Andricus coriarius,asexual,Ormyrus nitidulus,132,"AT 29,ES 2,FR,HU 61,IT 1,TR 38,UA 1"
Andricus coriarius,asexual,Ormyrus pomaceus,118,"AT 3,DE 7,ES 28,GR 4,HU 74,TR 2"
Andricus coriarius,asexual,Ormyrus nitidulus or O. pomaceus,128,"BG 1,ES 1,HU 126"
Andricus coriarius,asexual,Caenacis lauta,25,"ES 10,HU 15"
Andricus coriarius,asexual,Cecidostiba fungosa,389,"AT,ES 26,GR 1,HR 3,HU 353,TR 6"
Andricus coriarius,asexual,Cecidostiba saportai,6,"FR 6,HU"
Andricus coriarius,asexual,Cyrtoptyx robustus,64,"ES 1,GR 16,HR,HU,IT 3,IT,TR 29"
Andricus coriarius,asexual,(Eumacepolus obscurior),1,ES 1
Andricus coriarius,asexual,Hobbya stenonota,71,"AT,ES 69,HU 2"
Andricus coriarius,asexual,Mesopolobus amaenus,5,"ES 4,HU,TR 1"
Andricus coriarius,asexual,Mesopolobus fasciiventris,3,HU 3
Andricus coriarius,asexual,Eupelmus spongipartus,50,"AT,ES 32"
Andricus coriarius,asexual,Pujade-Villar 1989a),,"FR 2,HU 13,TR 3"
Andricus coriarius,asexual,Eupelmus urozonus,44,"AT,DE 1,ES 25,HU 16,TR 2"
Andricus coriarius,asexual,Eupelmus vesicularis,2,"ES 2,HU"
Andricus coriarius,asexual,Reikosiella rostrata,,"AT,HU"
Andricus coriarius,asexual,Aulogymnus gallarum,116,HU 116
Andricus coriarius,asexual,Aulogymnus skianeuros,6,"HU 6,IT"
Andricus coriarius,asexual,Aulogymnus trilineatus,265,"ES 62,GR 53,HR 8,HU 123,TR 19"
Andricus coriarius,asexual,Aulogymnus trilineatus or A. gallarum,18,TR 18
Andricus coriarius,asexual,Pediobius lysis,,HU
Andricus coriarius,asexual,(Scambus elegans),2,HU 2
Andricus coriarius,asexual,(Ichneumonidae sp.),1,GR 1
Andricus coronatus,asexual,Ceroptres clavicornis,,AT
Andricus coronatus,asexual,Synergus facialis,14,"HU 14,IT"
Andricus coronatus,asexual,Synergus hayneanus,5,"HU 5,IT,RO"
Andricus coronatus,asexual,Synergus incrassatus,,HU
Andricus coronatus,asexual,Synergus pallidipennis,10,"GR 8,HU 2"
Andricus coronatus,asexual,Synergus pallipes,15,HU 15
Andricus coronatus,asexual,Synergus radiatus,,IT
Andricus coronatus,asexual,Synergus umbraculus,47,"HU 46,IT(1"
Andricus coronatus,asexual,Eurytoma adleriae,1,GR 1
Andricus coronatus,asexual,Eurytoma brunniventris,59,"BG 1,GR 2,HU(56"
Andricus coronatus,asexual,Sycophila biguttata,21,"GR 1,HR 1,HU 19,RO"
Andricus coronatus,asexual,Megastigmus dorsalis,15,"AT,GR 1,HR 1,HU 11,TR 2"
Andricus coronatus,asexual,Megastigmus stigmatizans,1,HU 1
Andricus coronatus,asexual,Torymus auratus,40,"GR 1,HU 39"
Andricus coronatus,asexual,Torymus cyaneus,1,HU 1
Andricus coronatus,asexual,Ormyrus nitidulus,21,"BG 5,GR 1,HU 14,RO,TR 1"
Andricus coronatus,asexual,Ormyrus pomaceus,14,"AT 1,HR 1,HU 12,RO"
Andricus coronatus,asexual,Cecidostiba fungosa,15,"GR 3,HU 11,IT 1"
Andricus coronatus,asexual,Mesopolobus sericeus,7,"GR 1,HR 1,HU 5"
Andricus coronatus,asexual,Eupelmus spongipartus,2,HU 2
Andricus coronatus,asexual,Eupelmus urozonus,5,GR 5
Andricus coronatus,asexual,Aulogymnus ?skianeuros,,IT
Andricus coronatus,asexual,Aulogymnus trilineatus,2,"HU 1,TR 1"
Andricus coronatus,asexual,(Scambus elegans),1,GR 1
Andricus corruptrix,bisexual,Mesopolobus dubius,4,GB 4
Andricus corruptrix,bisexual,Mesopolobus fuscipes,18,GB 18
Andricus corruptrix,bisexual,Mesopolobus xanthocerus,1,GB 1
Andricus corruptrix,bisexual,Andricus corruptrix,,NA
Andricus corruptrix,bisexual,Ceroptres clavicornis,3,"DE,HU 3"
Andricus corruptrix,bisexual,Synergus apicalis,1,DE 1
Andricus corruptrix,bisexual,Synergus facialis,5,"DE,GB 2,HU 3,NL"
Andricus corruptrix,bisexual,Synergus pallicornis,8,"DE,NL"
Andricus corruptrix,bisexual,Synergus pallipes,5,"HU 5,NL"
Andricus corruptrix,bisexual,Synergus radiatus,,NL
Andricus corruptrix,bisexual,Synergus reinhardi,6,GB 6
Andricus corruptrix,bisexual,Synergus tibialis,,"HU,NL"
Andricus corruptrix,bisexual,Eurytoma brunniventris,16,"BG 1,GB 8,GR 1,HU 5,RO,UA 1"
Andricus corruptrix,bisexual,Eurytoma setigera,1,HU 1
Andricus corruptrix,bisexual,Sycophila biguttata,6,"GB 3,HU 3"
Andricus corruptrix,bisexual,Sycophila variegata,1,GB 1
Andricus corruptrix,bisexual,Megastigmus dorsalis,7,"GB 7,NL"
Andricus corruptrix,bisexual,Torymus flavipes,2,GB 2
Andricus corruptrix,bisexual,Ormyrus nitidulus,3,HU 3
Andricus corruptrix,bisexual,Ormyrus pomaceus,12,"AT 1,DE,GB 2,HU 9,NL"
Andricus corruptrix,bisexual,Ormyrus nitidulus or O. pomaceus,2,GR 2
Andricus corruptrix,bisexual,Ormocerus latus,1,HU 1
Andricus corruptrix,bisexual,Caenacis lauta,1,HU 1
Andricus corruptrix,bisexual,Cecidostiba fungosa,1,GB 1
Andricus corruptrix,bisexual,Mesopolobus amaenus,59,"FR 5,GB 54,NL"
Andricus corruptrix,bisexual,Mesopolobus fasciiventris,2,GB 2
Andricus corruptrix,bisexual,Mesopolobus sericeus,7,GB 7
Andricus corruptrix,bisexual,Mesopolobus tibialis,,NL rob
Andricus corruptrix,bisexual,Eupelmus spongipartus,1,HU 1
Andricus corruptrix,bisexual,Eupelmus urozonus,2,"GB 2,NL"
Andricus crispator,bisexual,Ceroptres cerri,,AT
Andricus crispator,bisexual,Eurytoma brunniventris,5,HU 5
Andricus crispator,bisexual,Sycophila biguttata,3,AT 3
Andricus crispator,bisexual,Torymus sp.,1,HU 1
Andricus crispator,bisexual,Ormyrus sp.,1,ES 1
Andricus crispator,bisexual,Ormocerus latus,1,HU 1
Andricus crispator,bisexual,Cecidostiba fungosa,5,HU 5
Andricus crispator,bisexual,Mesopolobus amaenus,2,"AT 1,HU 1"
Andricus crispator,bisexual,Mesopolobus fuscipes,3,HU 3
Andricus crispator,bisexual,Mesopolobus tibialis,63,"AT,HU 63"
Andricus crispator,bisexual,Mesopolobus xanthocerus,6,HU 6
Andricus crispator,bisexual,Eupelmus vesicularis,3,HU 3
Andricus crispator,bisexual,Aulogymnus arsames,277,"AT,HU 277"
Andricus crispator,bisexual,Aulogymnus gallarum,18,HU 18
Andricus crispator,bisexual,Aulogymnus ?obscuripes,1,HU 1
Andricus crispator,bisexual,Aulogymnus skianeuros,21,HU 21
Andricus crispator,bisexual,Aulogymnus testaceoviridis,26,HU 26
Andricus crispator,bisexual,(Cirrospilus sp.),1,HU 1
Andricus crispator,bisexual,Aprostocetus aethiops,1,HU 1
Andricus crispator,bisexual,Aprostocetus cerricola,2,HU 2
Andricus curtisii,asexual,Eurytoma brunniventris,1,TR 1
Andricus curtisii,asexual,Ormyrus nitidulus,1,GR 1
Andricus curtisii,asexual,Ormyrus ?pomaceus,1,TR 1
Andricus curtisii,asexual,Cecidostiba fungosa,1,TR 1
Andricus curtisii,asexual,Eupelmus urozonus,5,TR 5
Andricus curvator,bisexual,Ceroptres clavicornis,1,AT 1
Andricus curvator,bisexual,Saphonecrus connatus,7,ES 7
Andricus curvator,bisexual,Synergus apicalis,,PL
Andricus curvator,bisexual,Synergus crassicornis,1,"GB 1,NL,PT"
Andricus curvator,bisexual,Synergus facialis,47,"AT,ES 20,GB 20,HU 7"
Andricus curvator,bisexual,"petraea, Q. robur",,"NL,PL,UA"
Andricus curvator,bisexual,Synergus incrasatus,,AZ
Andricus curvator,bisexual,Synergus pallicornis,,NL
Andricus curvator,bisexual,Synergus pallipes,64,"AT,DE,ES 39,FR 1,GB 21,HU 3,NL,PL,UA"
Andricus curvator,bisexual,Synergus radiatus,,"AT,ES,FR,GB,IT,NL,PL,UA"
Andricus curvator,bisexual,Synergus ruficornis,,PL
Andricus curvator,bisexual,Synergus thaumacerus,,"PL,PT"
Andricus curvator,bisexual,Synergus tibialis,15,"AT,ES 14,GB 1,HU,UA"
Andricus curvator,bisexual,Synergus umbraculus,,"AT,ES"
Andricus curvator,bisexual,Eurytoma brunniventris,133,"AT,BG 3,DE,ES 59,FI 1,FR 3,GB 41,HU 26,RO"
Andricus curvator,bisexual,Eurytoma setigera,1,AT 1
Andricus curvator,bisexual,Sycophila biguttata,104,"AT 76,DE,ES 18,HU 8,PL,RO 2"
Andricus curvator,bisexual,Sycophila variegata,1,ES 1
Andricus curvator,bisexual,Megastigmus dorsalis,3,"FR 2,GB 1"
Andricus curvator,bisexual,Torymus ?affinis,4,HU 4
Andricus curvator,bisexual,Torymus auratus,2,HU 2
Andricus curvator,bisexual,Torymus flavipes,120,"AD,AT,DE,ES 22,FI 10,FR 4,GB 23,HU 40,IT,PL,RO,UA 21"
Andricus curvator,bisexual,Torymus geranii,28,"AD 2,DE 1,ES 9,FI(2,FR 1,GB 2,HU 4,PL,RO,UA 7"
Andricus curvator,bisexual,Torymus notatus,89,"DE 1,ES 11,GB 40,HU 6,IE 1,UA 30"
Andricus curvator,bisexual,Ormyrus nitidulus,2,BG 2
Andricus curvator,bisexual,Ormyrus pomaceus,27,"AT 4,BG 1,DE,ES 7,HU 15"
Andricus curvator,bisexual,Pteromalus sp. A,1,FI 1
Andricus curvator,bisexual,Cecidostiba fungosa,1,ES 1
