Per_country,Country,Gall_sp,Status,Parasitoid,Number
UA,Ukraine,Andricus lignicolus,bisexual,Synergus ruficornis,
AT,Austria,Andricus lignicolus,bisexual,Synergus umbraculus,13
DE,Germany,Andricus lignicolus,bisexual,Synergus umbraculus,
FR,France,Andricus lignicolus,bisexual,Synergus umbraculus,4
GB,United Kingdom,Andricus lignicolus,bisexual,Synergus umbraculus,10
HU,Hungary,Andricus lignicolus,bisexual,Synergus umbraculus,120
NL,Netherlands,Andricus lignicolus,bisexual,Synergus umbraculus,
PL,Poland,Andricus lignicolus,bisexual,Synergus umbraculus,
UA,Ukraine,Andricus lignicolus,bisexual,Synergus umbraculus,
HU,Hungary,Andricus lignicolus,bisexual,Eurytoma adleriae,13
SK,Slovakia,Andricus lignicolus,bisexual,Eurytoma adleriae,1
AT,Austria,Andricus lignicolus,bisexual,Eurytoma brunniventris,6
BG,Bulgaria,Andricus lignicolus,bisexual,Eurytoma brunniventris,12
GB,United Kingdom,Andricus lignicolus,bisexual,Eurytoma brunniventris,2
HU,Hungary,Andricus lignicolus,bisexual,Eurytoma brunniventris,96
NL,Netherlands,Andricus lignicolus,bisexual,Eurytoma brunniventris,
AT,Austria,Andricus lignicolus,bisexual,Eurytoma setigera,
AT,Austria,Andricus lignicolus,bisexual,Sycophila biguttata,4
BG,Bulgaria,Andricus lignicolus,bisexual,Sycophila biguttata,4
DE,Germany,Andricus lignicolus,bisexual,Sycophila biguttata,
HU,Hungary,Andricus lignicolus,bisexual,Sycophila biguttata,9
RO,Romania,Andricus lignicolus,bisexual,Sycophila biguttata,
AT,Austria,Andricus lignicolus,bisexual,Sycophila variegata,2
BG,Bulgaria,Andricus lignicolus,bisexual,Sycophila variegata,1
HU,Hungary,Andricus lignicolus,bisexual,Sycophila variegata,
RO,Romania,Andricus lignicolus,bisexual,Sycophila variegata,
AT,Austria,Andricus lignicolus,bisexual,Megastigmus dorsalis,
BG,Bulgaria,Andricus lignicolus,bisexual,Megastigmus dorsalis,25
FR,France,Andricus lignicolus,bisexual,Megastigmus dorsalis,2
GB,United Kingdom,Andricus lignicolus,bisexual,Megastigmus dorsalis,12
HU,Hungary,Andricus lignicolus,bisexual,Megastigmus dorsalis,48
NL,Netherlands,Andricus lignicolus,bisexual,Megastigmus dorsalis,
UA,Ukraine,Andricus lignicolus,bisexual,Megastigmus dorsalis,2
BG,Bulgaria,Andricus lignicolus,bisexual,Megastigmus stigmatizans,1
DE,Germany,Andricus lignicolus,bisexual,Megastigmus stigmatizans,
GB,United Kingdom,Andricus lignicolus,bisexual,Megastigmus stigmatizans,1
AT,Austria,Andricus lignicolus,bisexual,Torymus auratus,
BG,Bulgaria,Andricus lignicolus,bisexual,Torymus auratus,1
FR,France,Andricus lignicolus,bisexual,Torymus auratus,3
GB,United Kingdom,Andricus lignicolus,bisexual,Torymus auratus,6
HU,Hungary,Andricus lignicolus,bisexual,Torymus auratus,5
RO,Romania,Andricus lignicolus,bisexual,Torymus auratus,
UA,Ukraine,Andricus lignicolus,bisexual,Torymus auratus,2
BG,Bulgaria,Andricus lignicolus,bisexual,(Perilampus ruficornis),1
AT,Austria,Andricus lignicolus,bisexual,Ormyrus nitidulus,46
BG,Bulgaria,Andricus lignicolus,bisexual,Ormyrus nitidulus,26
HU,Hungary,Andricus lignicolus,bisexual,Ormyrus nitidulus,37
RO,Romania,Andricus lignicolus,bisexual,Ormyrus nitidulus,
AT,Austria,Andricus lignicolus,bisexual,Ormyrus pomaceus,15
BG,Bulgaria,Andricus lignicolus,bisexual,Ormyrus pomaceus,2
DE,Germany,Andricus lignicolus,bisexual,Ormyrus pomaceus,
HU,Hungary,Andricus lignicolus,bisexual,Ormyrus pomaceus,33
RO,Romania,Andricus lignicolus,bisexual,Ormyrus pomaceus,
UA,Ukraine,Andricus lignicolus,bisexual,Ormyrus pomaceus,2
AT,Austria,Andricus lignicolus,bisexual,Caenacis lauta,
HR,Croatia,Andricus lignicolus,bisexual,Caenacis lauta,2
HU,Hungary,Andricus lignicolus,bisexual,Caenacis lauta,36
AT,Austria,Andricus lignicolus,bisexual,Cecidostiba fungosa,
HU,Hungary,Andricus lignicolus,bisexual,Cecidostiba fungosa,58
RO,Romania,Andricus lignicolus,bisexual,Cecidostiba fungosa,
HU,Hungary,Andricus lignicolus,bisexual,Cecidostiba semifascia,1
HU,Hungary,Andricus lignicolus,bisexual,Eumacepolus sp.?,1
FR,France,Andricus lignicolus,bisexual,Mesopolobus amaenus,2
GB,United Kingdom,Andricus lignicolus,bisexual,Mesopolobus amaenus,4
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus amaenus,
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus dubius,
AT,Austria,Andricus lignicolus,bisexual,Mesopolobus fasciiventris,1
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus fasciiventris,11
UA,Ukraine,Andricus lignicolus,bisexual,Mesopolobus fasciiventris,1
BG,Bulgaria,Andricus lignicolus,bisexual,Mesopolobus sericeus,1
GB,United Kingdom,Andricus lignicolus,bisexual,Mesopolobus sericeus,23
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus sericeus,
IE,Ireland,Andricus lignicolus,bisexual,Mesopolobus sericeus,1
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus tibialis,1
HU,Hungary,Andricus lignicolus,bisexual,Mesopolobus xanthocerus,
AT,Austria,Andricus lignicolus,bisexual,Eupelmus spongipartus,
BG,Bulgaria,Andricus lignicolus,bisexual,Eupelmus spongipartus,6
HR,Croatia,Andricus lignicolus,bisexual,Eupelmus spongipartus,
HU,Hungary,Andricus lignicolus,bisexual,Eupelmus spongipartus,13
RO,Romania,Andricus lignicolus,bisexual,Eupelmus spongipartus,
BG,Bulgaria,Andricus lignicolus,bisexual,Eupelmus urozonus,1
GB,United Kingdom,Andricus lignicolus,bisexual,Eupelmus urozonus,3
HU,Hungary,Andricus lignicolus,bisexual,Eupelmus urozonus,21
HU,Hungary,Andricus lignicolus,bisexual,Reikosiella rostrata,1
AT,Austria,Andricus lignicolus,bisexual,Aulogymnus skianeuros,
BG,Bulgaria,Andricus lignicolus,bisexual,Aulogymnus skianeuros,1
HU,Hungary,Andricus lignicolus,bisexual,Aulogymnus skianeuros,1
HU,Hungary,Andricus lignicolus,bisexual,Aulogymnus trilineatus,
HU,Hungary,Andricus lignicolus,bisexual,Aprostocetus aethiops,3
HU,Hungary,Andricus lucidus,bisexual,Synergus pallipes,1
AT,Austria,Andricus lucidus,bisexual,Synergus umbraculus,
NA,,Andricus lucidus,bisexual,Eurytoma brunniventris,
HU,Hungary,Andricus lucidus,bisexual,Eurytoma setigera,5
AT,Austria,Andricus lucidus,bisexual,Sycophila biguttata,462
HU,Hungary,Andricus lucidus,bisexual,Sycophila biguttata,21
AT,Austria,Andricus lucidus,bisexual,Torymus auratus,
HU,Hungary,Andricus lucidus,bisexual,Torymus auratus,8
RO,Romania,Andricus lucidus,bisexual,Torymus auratus,
AT,Austria,Andricus lucidus,bisexual,Ormyrus nitidulus,1
HU,Hungary,Andricus lucidus,bisexual,Ormyrus nitidulus,1
TR,Turkey,Andricus lucidus,bisexual,Ormyrus nitidulus,1
AT,Austria,Andricus lucidus,bisexual,Ormyrus pomaceus,9
HU,Hungary,Andricus lucidus,bisexual,Ormyrus pomaceus,1
HU,Hungary,Andricus lucidus,bisexual,Cecidostiba fungosa,24
HU,Hungary,Andricus lucidus,bisexual,Hobbya stenonota,
HU,Hungary,Andricus lucidus,bisexual,Mesopolobus xanthocerus,5
AT,Austria,Andricus lucidus,bisexual,Eupelmus spongipartus,
HU,Hungary,Andricus lucidus,bisexual,Eupelmus spongipartus,3
AT,Austria,Andricus lucidus,bisexual,Eupelmus urozonus,
HU,Hungary,Andricus lucidus,bisexual,Eupelmus urozonus,1
AT,Austria,Andricus lucidus,bisexual,Aulogymnus gallarum,
HU,Hungary,Andricus lucidus,bisexual,Aulogymnus gallarum,61
HU,Hungary,Andricus lucidus,bisexual,Baryscapus sp.,17
NA,,Andricus lucidus,bisexual,Andricus lucidus,
AT,Austria,Andricus lucidus,bisexual,Ceroptres clavicornis,
GB,United Kingdom,Andricus lucidus,bisexual,Ceroptres clavicornis,2
HU,Hungary,Andricus lucidus,bisexual,Ceroptres clavicornis,4
HU,Hungary,Andricus lucidus,bisexual,Synergus facialis,9
HU,Hungary,Andricus lucidus,bisexual,Synergus hayneanus,16
HU,Hungary,Andricus lucidus,bisexual,Synergus pallidipennis,3
AT,Austria,Andricus lucidus,bisexual,Synergus pallipes,
HU,Hungary,Andricus lucidus,bisexual,Synergus pallipes,10
AT,Austria,Andricus lucidus,bisexual,Synergus umbraculus,
DE,Germany,Andricus lucidus,bisexual,Synergus umbraculus,
GB,United Kingdom,Andricus lucidus,bisexual,Synergus umbraculus,9
GR,Greece,Andricus lucidus,bisexual,Synergus umbraculus,
HR,Croatia,Andricus lucidus,bisexual,Synergus umbraculus,
HU,Hungary,Andricus lucidus,bisexual,Synergus umbraculus,682
IT,Italy,Andricus lucidus,bisexual,Synergus umbraculus,
PL,Poland,Andricus lucidus,bisexual,Synergus umbraculus,
UA,Ukraine,Andricus lucidus,bisexual,Synergus umbraculus,
NA,,Andricus lucidus,bisexual,Melika 1994),
AT,Austria,Andricus lucidus,bisexual,Eurytoma adleriae,1
FR,France,Andricus lucidus,bisexual,Eurytoma adleriae,1
HU,Hungary,Andricus lucidus,bisexual,Eurytoma adleriae,6
IT,Italy,Andricus lucidus,bisexual,Eurytoma adleriae,2
TR,Turkey,Andricus lucidus,bisexual,Eurytoma adleriae,2
AT,Austria,Andricus lucidus,bisexual,Eurytoma brunniventris,
BG,Bulgaria,Andricus lucidus,bisexual,Eurytoma brunniventris,7
GB,United Kingdom,Andricus lucidus,bisexual,Eurytoma brunniventris,1
HU,Hungary,Andricus lucidus,bisexual,Eurytoma brunniventris,152
IT,Italy,Andricus lucidus,bisexual,Eurytoma brunniventris,1
RO,Romania,Andricus lucidus,bisexual,Eurytoma brunniventris,
HU,Hungary,Andricus lucidus,bisexual,Eurytoma setigera,1
TR,Turkey,Andricus lucidus,bisexual,Eurytoma setigera,1
AT,Austria,Andricus lucidus,bisexual,Sycophila biguttata,51
BG,Bulgaria,Andricus lucidus,bisexual,Sycophila biguttata,3
DE,Germany,Andricus lucidus,bisexual,Sycophila biguttata,
GB,United Kingdom,Andricus lucidus,bisexual,Sycophila biguttata,1
HU,Hungary,Andricus lucidus,bisexual,Sycophila biguttata,218
RO,Romania,Andricus lucidus,bisexual,Sycophila biguttata,
TR,Turkey,Andricus lucidus,bisexual,Sycophila biguttata,5
TR,Turkey,Andricus lucidus,bisexual,Sycophila variegate,1
AT,Austria,Andricus lucidus,bisexual,Sycophila variegate,
HU,Hungary,Andricus lucidus,bisexual,Sycophila variegate,161
TR,Turkey,Andricus lucidus,bisexual,Sycophila variegate,27
AT,Austria,Andricus lucidus,bisexual,Megastigmus stigmatizans,
HU,Hungary,Andricus lucidus,bisexual,Megastigmus stigmatizans,
GB,United Kingdom,Andricus lucidus,bisexual,Torymus auratus,1
HU,Hungary,Andricus lucidus,bisexual,Torymus auratus,1
HU,Hungary,Andricus lucidus,bisexual,Torymus cyaneus,1
AT,Austria,Andricus lucidus,bisexual,Ormyrus nitidulus,21
BG,Bulgaria,Andricus lucidus,bisexual,Ormyrus nitidulus,9
HU,Hungary,Andricus lucidus,bisexual,Ormyrus nitidulus,258
RO,Romania,Andricus lucidus,bisexual,Ormyrus nitidulus,
TR,Turkey,Andricus lucidus,bisexual,Ormyrus nitidulus,13
AT,Austria,Andricus lucidus,bisexual,Ormyrus pomaceus,8
HU,Hungary,Andricus lucidus,bisexual,Ormyrus pomaceus,93
RO,Romania,Andricus lucidus,bisexual,Ormyrus pomaceus,
TR,Turkey,Andricus lucidus,bisexual,Ormyrus pomaceus,5
TR,Turkey,Andricus lucidus,bisexual,Ormyrus nitidulus or O. pomaceus,8
AT,Austria,Andricus lucidus,bisexual,Caenacis lauta,
HR,Croatia,Andricus lucidus,bisexual,Caenacis lauta,1
HU,Hungary,Andricus lucidus,bisexual,Caenacis lauta,9
AT,Austria,Andricus lucidus,bisexual,Cecidostiba fungosa,
GB,United Kingdom,Andricus lucidus,bisexual,Cecidostiba fungosa,1
HR,Croatia,Andricus lucidus,bisexual,Cecidostiba fungosa,2
HU,Hungary,Andricus lucidus,bisexual,Cecidostiba fungosa,65
RO,Romania,Andricus lucidus,bisexual,Cecidostiba fungosa,
TR,Turkey,Andricus lucidus,bisexual,Cecidostiba fungosa,3
HU,Hungary,Andricus lucidus,bisexual,Cecidostiba semifascia,1
AT,Austria,Andricus lucidus,bisexual,Hobbya stenonota,
HU,Hungary,Andricus lucidus,bisexual,Hobbya stenonota,1
GB,United Kingdom,Andricus lucidus,bisexual,Mesopolobus sericeus,1
GB,United Kingdom,Andricus lucidus,bisexual,Mesopolobus xanthocerus?,1
AT,Austria,Andricus lucidus,bisexual,Eupelmus spongipartus,
HU,Hungary,Andricus lucidus,bisexual,Eupelmus spongipartus,17
BG,Bulgaria,Andricus lucidus,bisexual,Eupelmus urozonus,1
GB,United Kingdom,Andricus lucidus,bisexual,Eupelmus urozonus,1
HU,Hungary,Andricus lucidus,bisexual,Eupelmus urozonus,16
RO,Romania,Andricus lucidus,bisexual,Eupelmus urozonus,
HU,Hungary,Andricus lucidus,bisexual,Aulogymnus arsames,1
HU,Hungary,Andricus lucidus,bisexual,Aulogymnus gallarum,1
TR,Turkey,Andricus lucidus,bisexual,Aulogymnus gallarum,2
HU,Hungary,Andricus lucidus,bisexual,Aulogymnus trilineatus,8
TR,Turkey,Andricus lucidus,bisexual,Aulogymnus trilineatus,5
HU,Hungary,Andricus lucidus,bisexual,Baryscapus ?anasillus,4
HU,Hungary,Andricus lucidus,bisexual,Baryscapus berhidanus,1
TR,Turkey,Andricus lucidus,bisexual,Baryscapus berhidanus,72
HU,Hungary,Andricus lucidus,bisexual,Baryscapus ?pallidae,5
ES,Spain,Andricus lucidus,bisexual,Baryscapus sp.,10
HU,Hungary,Andricus lucidus,bisexual,(Scambus elegans),4
NL,Netherlands,Andricus malpighii,bisexual,Synergus pallipes,
DK,Denmark,Andricus malpighii,bisexual,Synergus radiatus,
NL,Netherlands,Andricus malpighii,bisexual,Synergus radiatus,
ES,Spain,Andricus malpighii,bisexual,Ormocerus latus,2
ES,Spain,Andricus malpighii,bisexual,Mesopolobus tibialis,5
ES,Spain,Andricus malpighii,bisexual,Mesopolobus xanthocerus,55
NA,,Andricus malpighii,bisexual,Andricus malpighii,
DK,Denmark,Andricus malpighii,bisexual,Saphonecrus connatus,
AD,Andorra,Andricus malpighii,bisexual,Synergus facialis,
ES,Spain,Andricus malpighii,bisexual,Synergus facialis,48
FR,France,Andricus malpighii,bisexual,Synergus facialis,
NL,Netherlands,Andricus malpighii,bisexual,Synergus facialis,
AD,Andorra,Andricus malpighii,bisexual,Synergus pallipes,
AT,Austria,Andricus malpighii,bisexual,Synergus pallipes,
DK,Denmark,Andricus malpighii,bisexual,Synergus pallipes,
NL,Netherlands,Andricus malpighii,bisexual,Synergus pallipes,
AD,Andorra,Andricus malpighii,bisexual,Synergus radiatus,
DE,Germany,Andricus malpighii,bisexual,Synergus radiatus,
NL,Netherlands,Andricus malpighii,bisexual,Synergus radiatus,
DK,Denmark,Andricus malpighii,bisexual,Synergus thaumacerus,
AD,Andorra,Andricus malpighii,bisexual,Eurytoma brunniventris,2
ES,Spain,Andricus malpighii,bisexual,Mesopolobus fasciiventris,1
NL,Netherlands,Andricus malpighii,bisexual,Mesopolobus fasciiventris,
AD,Andorra,Andricus malpighii,bisexual,Mesopolobus sericeus,
ES,Spain,Andricus malpighii,bisexual,Mesopolobus tibialis,1
FI,Finland,Andricus malpighii,bisexual,Pteromalus sp. A,1
ES,Spain,Andricus malpighii,bisexual,Eupelmus urozonus,1
GR,Greece,Andricus malpighii,bisexual,Synergus umbraculus,2
GR,Greece,Andricus malpighii,bisexual,Eurytoma brunniventris,4
GR,Greece,Andricus malpighii,bisexual,Megastigmus ?stigmatizans,7
GR,Greece,Andricus malpighii,bisexual,Ormyrus nitidulus,1
GR,Greece,Andricus malpighii,bisexual,Ormyrus pomaceus,3
GR,Greece,Andricus malpighii,bisexual,Cecidostiba fungosa,6
GR,Greece,Andricus malpighii,bisexual,Eupelmus spongipartus,1
GR,Greece,Andricus melikai,bisexual,Ormyrus ?pomaceus,2
IT,Italy,Andricus mitratus,asexual,Synergus facialis,
AT,Austria,Andricus mitratus,asexual,Synergus reinhardi,
IT,Italy,Andricus mitratus,asexual,Synergus reinhardi,
BG,Bulgaria,Andricus mitratus,asexual,Synergus umbraculus,
BG,Bulgaria,Andricus mitratus,asexual,Eurytoma brunniventris,1
TR,Turkey,Andricus mitratus,asexual,Eurytoma brunniventris,5
AT,Austria,Andricus mitratus,asexual,Sycophila biguttata,2
BG,Bulgaria,Andricus mitratus,asexual,Sycophila biguttata,1
HU,Hungary,Andricus mitratus,asexual,Sycophila biguttata,1
BG,Bulgaria,Andricus mitratus,asexual,Ormyrus nitidulus,7
TR,Turkey,Andricus mitratus,asexual,Ormyrus nitidulus,2
HU,Hungary,Andricus mitratus,asexual,Ormyrus pomaceus,1
TR,Turkey,Andricus mitratus,asexual,Aulogymnus trilineatus,2
GR,Greece,Andricus moreae,asexual,Ormyrus nitidulus,
AT,Austria,Andricus multiplicatus,bisexual,Ceroptres cerri,4
HU,Hungary,Andricus multiplicatus,bisexual,Ceroptres cerri,5
AT,Austria,Andricus multiplicatus,bisexual,Synergus crassicornis,
AT,Austria,Andricus multiplicatus,bisexual,Synergus dacianus,
BG,Bulgaria,Andricus multiplicatus,bisexual,Synergus dacianus,
RO,Romania,Andricus multiplicatus,bisexual,Synergus dacianus,
AT,Austria,Andricus multiplicatus,bisexual,Eurytoma brunniventris,
HU,Hungary,Andricus multiplicatus,bisexual,Eurytoma brunniventris,7
AT,Austria,Andricus multiplicatus,bisexual,Eurytoma setigera,
AT,Austria,Andricus multiplicatus,bisexual,Sycophila biguttata,102
HU,Hungary,Andricus multiplicatus,bisexual,Sycophila biguttata,3
RO,Romania,Andricus multiplicatus,bisexual,Sycophila biguttata,
AT,Austria,Andricus multiplicatus,bisexual,Megastigmus dorsalis,
HU,Hungary,Andricus multiplicatus,bisexual,Megastigmus dorsalis,4
RO,Romania,Andricus multiplicatus,bisexual,Megastigmus dorsalis,
AT,Austria,Andricus multiplicatus,bisexual,Torymus auratus,
HU,Hungary,Andricus multiplicatus,bisexual,Torymus flavipes,
UA,Ukraine,Andricus multiplicatus,bisexual,Torymus flavipes,1
AT,Austria,Andricus multiplicatus,bisexual,Ormyrus nitidulus,87
HU,Hungary,Andricus multiplicatus,bisexual,Ormyrus nitidulus,8
RO,Romania,Andricus multiplicatus,bisexual,Ormyrus nitidulus,
RO,Romania,Andricus multiplicatus,bisexual,Ormyrus pomaceus,
HU,Hungary,Andricus multiplicatus,bisexual,Ormyrus pomaceus,
HU,Hungary,Andricus multiplicatus,bisexual,Ormyrus nitidulus or O. pomaceus,3
HU,Hungary,Andricus multiplicatus,bisexual,Ormocerus latus,2
HU,Hungary,Andricus multiplicatus,bisexual,Ormocerus vernalis,5
AT,Austria,Andricus multiplicatus,bisexual,Cecidostiba fungosa,
HU,Hungary,Andricus multiplicatus,bisexual,Cecidostiba fungosa,8
AT,Austria,Andricus multiplicatus,bisexual,Hobbya stenonota,
