"species","family","plant","plantPart","noHosts","hostType","impact"
"Argyresthia geodartella","Yponomeutidae","Alnus glutinosa","flowers,shoots","monophagous","-","-"
"Argyresthia geodartella","Yponomeutidae","Betula pendula","shoots","monophagous","-","I"
"Argyresthia geodartella","Yponomeutidae","Betula pubescens","shoots","monophagous","-","I"
"Argyresthia glaucinella","Yponomeutidae","Quercus petraea","bark","polyphagous","principal","-"
"Argyresthia glaucinella","Yponomeutidae","Quercus robur","bark","polyphagous","principal","-"
"Argyresthia ivella","Yponomeutidae","Malus sylvestris","shoots","oligophagous","principal","I"
"Argyresthia praecocella","Yponomeutidae","Juniperus communis","fruits/seeds","monophagous","-","-"
"Argyresthia pygmaeella","Yponomeutidae","Salix caprea","flowers","monophagous","-","-"
"Argyresthia pygmaeella","Yponomeutidae","Salix cinerea","flowers","monophagous","-","-"
"Argyresthia pygmaeella","Yponomeutidae","Salix viminalis","leaves","monophagous","-","-"
"Argyresthia retinella","Yponomeutidae","Betula pendula","leaves,shoots","monophagous","-","I"
"Argyresthia retinella","Yponomeutidae","Betula pubescens","leaves,shoots","monophagous","-","I"
"Argyresthia semifusca","Yponomeutidae","Crataegus laevigata","shoots","oligophagous","-","-"
"Argyresthia semifusca","Yponomeutidae","Crataegus monogyna","shoots","oligophagous","-","-"
"Argyresthia semifusca","Yponomeutidae","Sorbus aria","shoots","oligophagous","-","-"
"Argyresthia semifusca","Yponomeutidae","Sorbus aucuparia","shoots","oligophagous","-","-"
"Argyresthia semifusca","Yponomeutidae","Crataegus oxyacanthoides","shoots","oligophagous","-","-"
"Argyresthia semitestacella","Yponomeutidae","Fagus sylvatica","shoots","monophagous","-","-"
"Argyresthia sorbiella","Yponomeutidae","Sorbus aria","shoots","monophagous","-","-"
"Argyresthia sorbiella","Yponomeutidae","Sorbus aucuparia","shoots","monophagous","-","I"
"Argyresthia spinosella","Yponomeutidae","Prunus spinosa","flower buds","monophagous","-","-"
"Argyresthia spinosella","Yponomeutidae","Prunus spinosa","shoots","monophagous","-","-"
"Argyresthia trifasciata","Yponomeutidae","Juniperus communis","leaves","monophagous","-","-"
"Argyrotaenia ljungiana","Tortricidae","Myrica gale","leaves","polyphagous","-","I"
"Aricia agestis","Lycaenidae","Erodium cicutarium","leaves","oligophagous","subsidiary","-"
"Aricia agestis","Lycaenidae","Geranium molle","leaves","oligophagous","subsidiary","-"
"Aristotelia brizella","Lepidoptera","Armeria maritima","flowers","","principal","+"
"Aristotelia brizella","Gelechiidae","Limonium vulgare","flowers","oligophagous","-","-"
"Aristotelia ericinella","Gelechiidae","Calluna vulgaris","shoots","monophagous","-","-"
"Aristotelia subdecurtella","Gelechiidae","Lythrum salicaria","shoots","monophagous","-","-"
"Aroga velocella","Gelechiidae","Rumex acetosella","stems","monophagous","-","-"
"Aroga velocella","Gelechiidae","Rumex angiocarpus","stems","monophagous","-","-"
"Aroga velocella","Gelechiidae","Rumex tenuifolius","stems","monophagous","-","-"
"Arthaldeus pascuellus","Cicadellidae","Holcus lanatus","-","polyphagous","principal","-"
"Arthaldeus pascuellus","Cicadellidae","Lolium perenne","-","polyphagous","principal","-"
"Arytaina genistae","Psyllidae","Genista tinctoria","-","oligophagous","principal","-"
"Arytaina spartii","","Lychnis viscaria","-","polyphagous","-",""
"Arytaina spartii","","Steris viscaria","-","polyphagous","-",""
"Arytaina spartii","","Viscaria vulgaris","-","polyphagous","-",""
"Ashphondylia sp","Cecidomyiidae","Agrostemma githago","fruits/seeds","","-",""
"Asiphum tremulae","Pemphigidae","Populus tremula","shoots","monophagous","-","-"
"Asphondylia melanopus","Cecidomyiidae","Lotus corniculatus","fruits/seeds","Monophagous","-",""
"Aspidaphis adjuvans","Aphididae","Polygonum aviculare","flowers","monophagous","-","-"
"Aspidaphis adjuvans","Aphididae","Polygonum aviculare","leaves","monophagous","-","-"
"Aspidiotus hederae","Diaspididae","Hedera helix","-","","-",""
"Aspilapteryx tringipennella","Gracillariidae","Plantago lanceolata","leaves","monophagous","-","I"
"Aspitates gilvaria","Geometridae","Lotus corniculatus","-","Polyphagous","-",""
"Aspitates ochrearia","Geometridae","Cynoglossum officinale","-","","-",""
"Asthena albulata","Geometridae","Betula pendula","-","Polyphagous","-",""
"Asthena albulata","Geometridae","Betula pubescens","-","Polyphagous","-",""
"Asthena albulata","Geometridae","Carpinus betulus","leaves","oligophagous","principal","-"
"Atemelia torquatella","Yponomeutidae","Betula pendula","leaves","monophagous","-","I"
"Atemelia torquatella","Yponomeutidae","Betula pubescens","leaves","monophagous","-","I"
"Atethmia centrago","Noctuidae","Fraxinus excelsior","buds,flowers,leaves","monophagous","-","-"
"Athalia bolivari","Tenthredinidae","Capsella bursa-pastoris","-","","-",""
"Atheroides brevicornis","Chaitophoridae","Festuca rubra","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Puccinellia distans","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Puccinellia maritima","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Festuca diffusa","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Festuca heteromalla","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Festuca nigrescens","leaves","oligophagous","-","-"
"Atheroides brevicornis","Chaitophoridae","Festuca richardsonii","leaves","oligophagous","-","-"
"Atheroides hirtellus","Chaitophoridae","Deschampsia cespitosa","leaves","oligophagous","-","-"
"Atheroides hirtellus","Chaitophoridae","Deschampsia alpina","leaves","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Agrostis stolonifera","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Alopecurus pratensis","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Calamagrostis epigejos","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Carex hirta","flowers","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Dactylis glomerata","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Festuca rubra","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Festuca diffusa","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Festuca heteromalla","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Festuca nigrescens","-","oligophagous","-","-"
"Atheroides serrulatus","Chaitophoridae","Festuca richardsonii","-","oligophagous","-","-"
"Athous haemorrhoidalis","Elateridae","Acaena novae-zelandiae","flowers","","-",""
"Athrips mouffetella","Gelechiidae","Lonicera periclymenum","leaves","monophagous","-","-"
"Athrips rancidella","Gelechiidae","Cotoneaster horizontalis","leaves","monophagous","-","-"
"Athrips tetrapunctella","Gelechiidae","Lathyrus palustris","shoots","monophagous","-","-"
"Atrichopogon pollinivorous","Diptera","Iris pseudacorus","-","","-",""
"Atrococcus paludinus","Pseudococcidae","Rosa rugosa","leaves,stems","","-",""
"Attelabus nitens","Attelabidae","Quercus petraea","leaves","monophagous","principal","-"
"Attelabus nitens","Attelabidae","Quercus robur","leaves","monophagous","principal","-"
"Augasma aeratella","Coleophoridae","Polygonum aviculare","stems","monophagous","-","-"
"Aulacaspis rosae","Cicadellidae","Rosa rugosa","leaves,stems","","-",""
"Aulacidea hieracii","Cynipidae","Pilosella officinarum","stems","","-",""
"Aulacidea hieracii","Cynipidae","Hieracium pilosella","stems","","-",""
"Aulacidea pilosellae","Cynipidae","Pilosella officinarum","leaves","","-",""
"Aulacidea pilosellae","Cynipidae","Hieracium pilosella","leaves","","-",""
"Aulacorthum knautiae","Aphididae","Knautia arvensis","-","monophagous","-","-"
"Aulacorthum palustre","Aphididae","Leontodon autumnalis","-","oligophagous","-","-"
"Aulacorthum rufum","Aphididae","Vaccinium myrtillus","leaves","monophagous","-","-"
"Aulacorthum rufum","Aphididae","Vaccinium myrtillus","shoots","monophagous","-","-"
"Aulacorthum solani","Aphididae","Arctium lappa","leaves","polyphagous","-","I"
"Aulacorthum solani","Heniptera","Geum urbanum","flowers,leaves,shoots","","-",""
"Aulacorthum speyeri","Aphididae","Convallaria majalis","leaves","oligophagous","-","-"
"Aulacorthum speyeri","Aphididae","Convolvulus arvensis","leaves","oligophagous","-","-"
"Aulacorthum speyeri","Aphididae","Polygonatum multiflorum","leaves","oligophagous","-","-"
"Aulacorthum speyeri","Aphididae","Polygonatum odoratum","leaves","oligophagous","-","-"
"Aulax glechomae","Cynipidae","Glechoma hederacea","leaves,stems","","-",""
"Aulax glechomae","Cynipidae","Nepeta glechoma","leaves,stems","","-",""
"Austroasca vittata","Cicadellidae","Artemisia absinthium","leaves","oligophagous","principal","-"
"Autographa gamma","Noctuidae","Cirsium vulgare","leaves","Polyphagous","-",""
"Autographa gamma","Noctuidae","Tilia cordata","leaves","Polyphagous","-",""
"Autographa pulchrina","Noctuidae","Geum urbanum","leaves","","-",""
"Axylia putris","Noctuidae","Cynoglossum officinale","-","","-",""
"Bactra robustana","Tortricidae","Bolboschoenus maritimus","stems","monophagous","-","-"
"Bactra robustana","Tortricidae","Scirpus maritimus","stems","monophagous","-","-"
"Bagous cylindrus","Curculionidae","Callitriche platycarpa","leaves","oligophagous","subsidiary","-"
"Bagous cylindrus","Curculionidae","Callitriche polymorpha","leaves","oligophagous","subsidiary","-"
"Bagous limosus","Curculionidae","Potamogeton crispus","-","oligophagous","subsidiary","-"
"Bagous limosus","Curculionidae","Potamogeton lucens","-","oligophagous","subsidiary","-"
"Bagous limosus","Curculionidae","Potamogeton natans","-","oligophagous","subsidiary","-"
"Bagous nodulosus","Curculionidae","Butomus umbellatus","leaves","monophagous","principal","-"
"Bagous subcarinatus","Curculionidae","Ceratophyllum submersum","leaves","monophagous","principal","-"
"Baizongia pistaciae","Pemphigidae","Poa annua","roots","oligophagous","-","-"
"Baris analis","Curculionidae","Pulicaria dysenterica","stems","monophagous","principal","-"
"Baris laticollis","Curculionidae","Brassica oleracea","stems","oligophagous","principal","-"
"Baris laticollis","Curculionidae","Diplotaxis muralis","stems","oligophagous","subsidiary","-"
"Baris lepidii","Curculionidae","Barbarea vulgaris","roots","monophagous","principal","-"
"Baris lepidii","Curculionidae","Rorippa amphibia","-","oligophagous","subsidiary","-"
"Baris lepidii","Curculionidae","Barbarea arcuata","roots","monophagous","principal","-"
"Baris picicornis","Curculionidae","Reseda lutea","stems","monophagous","principal","-"
"Baris picicornis","Curculionidae","Reseda stricta","stems","monophagous","principal","-"
"Baris scolopacea","Curculionidae","Atriplex portulacoides","stems","monophagous","principal","-"
"Baris scolopacea","Curculionidae","Halimione portulacoides","stems","monophagous","principal","-"
"Barynotus moerens","Curculionidae","Mercurialis perennis","roots","monophagous","principal","-"
"Barypeithes araneiformis","Curculionidae","Hedera helix","-","","-",""
"Barypeithes pellucidus","Curculionidae","Hedera helix","-","","-",""
"Batodes angustiorana","Tortricidae","Hedera helix","-","","-",""
"Batrachedra pinicolella","Momphidae","Pinus sylvestris","leaves","oligophagous","-","-"
"Batrachedra praeangusta","Momphidae","Populus alba","flowers,leaves,shoots","oligophagous","-","I"
"Batrachedra praeangusta","Momphidae","Salix caprea","flowers,leaves","oligophagous","-","-"
"Batrachedra praeangusta","Momphidae","Salix cinerea","flowers,leaves","oligophagous","-","-"
"Batrachedra praeangusta","Momphidae","Populus nigra","flowers,leaves,shoots","oligophagous","-","-"
"Batracomorphus irroratus","Cicadellidae","Helianthemum nummularium","-","oligophagous","principal","-"
"Batracomorphus irroratus","Cicadellidae","Helianthemum chamaecistus","-","oligophagous","principal","-"
"Bedellia somnulentella","Lyonetiidae","Calystegia sepium","leaves","oligophagous","-","I"
"Bedellia somnulentella","Lyonetiidae","Convolvulus arvensis","leaves","oligophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex acetosa","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex acetosella","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex crispus","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex angiocarpus","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex tenuifolius","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex hibernicus","roots","monophagous","-","I"
"Bembecia chrysidiformis","Sesiidae","Rumex rugosus","roots","monophagous","-","I"
"Bembecia muscaeformis","Sesiidae","Armeria maritima","roots","monophagous","-","I"
"Bembecia muscaeformis","Sesiidae","Armeria maritima","stems","monophagous","-","I"
"Bembecia scopigera","Sesiidae","Anthyllis vulneraria","roots","-","-","-"
"Bembecia scopigera","Sesiidae","Anthyllis vulneraria","roots","oligophagous","-","-"
"Bembecia scopigera","Sesiidae","Hippocrepis comosa","roots","oligophagous","-","-"
"Bembecia scopigera","Sesiidae","Lotus corniculatus","roots","oligophagous","principal","-"
"Bena prasinana","Noctuidae","Betula pendula","leaves","Polyphagous","-",""
"Bena prasinana","Noctuidae","Betula pubescens","leaves","Polyphagous","-",""
"Bena prasinana","Noctuidae","Quercus robur","-","monophagous","-","-"
"Beosus maritimus","Hemiptera","Plant Attacked","Plant Part","Number of Hosts","Host type","Significant Impact"
"Berytinus signoreti","Berytinidae","Lotus corniculatus","-","Monophagous","-",""
"Betulaphis quadrituberculata","Callaphididae","Betula pendula","leaves","Monophagous","-",""
"Betulaphis quadrituberculata","Callaphididae","Betula pubescens","leaves","Monophagous","-",""
"Biselachista albidella","Elachistidae","Carex acuta","leaves","oligophagous","-","-"
"Biselachista albidella","Elachistidae","Eriophorum angustifolium","leaves","oligophagous","-","-"
"Biselachista cinereopunctella","Elachistidae","Carex flacca","leaves","monophagous","-","-"
"Biselachista cinereopunctella","Elachistidae","Carex humilis","leaves","monophagous","-","-"
